ID	Date	CC	B	Label	Artists	Track	Comp	Length	BPM	Key	ignore this column	simplified key manual override	Key (Read Note)
548009	2023-07-11	N	S	Chillout	BT	Kia Ora	-	5:34	160	C maj	C maj		C maj
548009	2023-07-11	N	S	Ambient	BT	Depth of Field	-	3:57	71	C# maj	C# maj		C# maj
548122	2023-07-10	N	U	Dubstep	Slippy	Be Alright	-	2:58	155	D# min	D# min		D# min
548672	2023-07-07	Y	U	Dubstep	DJ DIESEL & Crankdat	HEAT	-	3:15	140	D# phr | D# min	D# min		D# min
548696	2023-07-06	N	I	House	ARMNHMR & Lena Leon	Lifeline	-	3:45	128	F# maj	F# maj		F# maj
548023	2023-07-05	Y	U	Pop	KUURO & Bianca	Snakes & Ladders	BO23	3:02	92	B min | B har min	B min		B min
548467	2023-07-04	Y	S	EP	Etza & Enviado Vida	Norte	-	--:--	N/A	N/A	N/A		N/A
548467	2023-07-04	Y	S	House	Etza & Enviado Vida	Norte	-	3:24	120	A min	A min		A min
548467	2023-07-04	Y	S	House	Etza	Sur	-	3:14	118	A maj	A maj		A maj
548665	2023-07-03	Y	U	Electro	F.O.O.L & SKUM	Mothership	-	4:03	125	F# min / F# phr	F# min		F# min
548610	2023-06-30	N	U	Midtempo	Grabbitz	Hero	BO23	3:18	100	E min | E har min	E min		E min
548320	2023-06-29	Y	I	EP	Conro	Melodramatic	-	--:--	N/A	N/A	N/A		N/A
548320	2023-06-29	Y	I	House	Conro	Hypnotized	-	2:30	120	A min	A min		A min
548320	2023-06-29	Y	I	House	Conro	Backseat Lovers	-	2:52	120	C# dor	C# min		C# min
548320	2023-06-29	Y	I	House	Conro	My Girl	-	2:57	122	G# min	G# min		G# min
548115	2023-06-28	N	U	Electro	RetroVision	Break It Down	-	2:41	135	E min | E maj	E min		E min
548511	2023-06-27	Y	S	EP	Flexible Fire	El Refugio	-	--:--	N/A	N/A	N/A		N/A
548511	2023-06-27	Y	S	House	Flexible Fire	El Refugio	-	2:49	118	F# min	F# min		F# min
548511	2023-06-27	Y	S	House	Flexible Fire	Costa Serena	-	3:22	118	G min	G min		G min
548559	2023-06-26	Y	U	Dubstep	Bossfight & hayve	Deadlock	BO23	3:27	150	D phr | D har min	D min		D min
548139	2023-06-23	Y	U	Drum & Bass	Koven & Circadian	The Outlines	-	4:13	174	F phr dom | F phr	F min		F min
548573	2023-06-22	Y	I	Double Single	Carola	Safer Place / Work My Body	-	--:--	N/A	N/A	N/A		N/A
548573	2023-06-22	Y	I	House	Carola & LUX	Safer Place	-	2:52	125	G min | G dor	G min		G min
548573	2023-06-22	Y	I	House	Carola	Work My Body	-	2:37	125	E min | E phr	E min		E min
548689	2023-06-21	N	U	Dubstep	Whales	No Rules	-	9:07	Various	D min > C# min > D min > D# min	D min > C# min > D min > D# min		D min > C# min > D min > D# min
548443	2023-06-20	Y	S	House	A.M.R	Got a Feeling	-	3:31	118	F min	F min		F min
547873	2023-06-19	Y	U	Dubstep	Pixel Terror & Ace Aura	Arcadia	BO23	3:18	150	G min | G maj	G min		G min
548337	2023-06-16	Y	U	EP	Godlands	Bleach	-	--:--	N/A	N/A	N/A		N/A
548337	2023-06-16	Y	U	Drum & Bass	Godlands & PLSMA	INNER FYRE	-	2:34	174	D phr | D min	D min		D min
548337	2023-06-16	Y	U	Future Bass	Godlands	Alone	-	2:28	150	G min	G min		G min
548368	2023-06-15	N	I	House	Bishu & Nevve	Rush	-	2:31	124	(C# min | C# dor) / D# min	C# min / D# min		C# min / D# min
548344	2023-06-14	N	U	Drum & Bass	Mazare & Livingston Crain	Nova	BO23	3:01	176	E maj	E maj		E maj
548214	2023-06-13	Y	S	House	TOMB & LAR	Trails	-	3:22	120	F min	F min		F min
548290	2023-06-12	N	U	Electro	Pegboard Nerds	Uplift	-	3:48	128	F# min	F# min		F# min
547842	2023-06-09	Y	U	Dubstep	Teminite & Skybreak	Accelerate	BO23	4:10	150	E various	E min		E min
548399	2023-06-08	Y	I	House	Bhaskar & Afterclapp	Não Sei Parar	-	3:25	120	F# dor	F# min		F# min
548405	2023-06-07	Y	U	Trap	DJ DIESEL & Hairitage	BANG YOUR HEAD	BO23	3:24	150	D min | D loc	D min		D min
547460	2023-06-06	N	S	Breaks	BT	k-means clustering	BO23	3:37	126	D min	D min		D min
547804	2023-06-05	Y	U	Breaks	Tokyo Machine	BLEEP BLOOP	-	2:32	135	D phr	D min		D min
547989	2023-06-02	Y	U	EP	SKYLER	Blue Dream	-	--:--	N/A	N/A	N/A		N/A
547989	2023-06-02	Y	U	Trap	SKYLER	Chrome Hearts	-	2:33	150	A# min	A# min		A# min
547989	2023-06-02	Y	U	Trap	SKYLER	Fall	-	3:15	150	D min | D maj	D min		D min
548450	2023-06-01	N	I	House	Curbi & Helen	Quick Highs	-	3:14	128	G# min	G# min		G# min
548429	2023-05-31	Y	U	Drumstep	Rameses B & eerie	Pirate King	-	3:37	174	F min | F har min	F min		F min
547613	2023-05-30	N	S	House	ATTLAS & Jodie Knight	Used to the Silence	BO23	3:09	120	C min	C min		C min
547606	2023-05-29	N	U	Trap	Slippy, Egzod, & Diandra Faye	Mayday	-	3:03	150	A min	A min		A min
548092	2023-05-26	Y	U	Dubstep	Ray Volpe	HAPPY SONG	BO23	3:47	150	C# min / C# loc	C# min		C# min
547866	2023-05-25	N	I	House	Punctual	Repeating	-	2:27	127	(F min | F har min) / F phr	F min		F min
548146	2023-05-24	N	U	Drum & Bass	MUZZ & Skyelle	...Ready for It?	-	3:50	175	E min / G maj	E min / G maj		E min / G maj
548047	2023-05-23	N	S	House	ORACLE & Holochrome	Strangers	-	3:39	122	C# min	C# min		C# min
548108	2023-05-22	N	U	Dubstep	Kompany & Bossfight	Neck Snap	BO23	2:54	150	D min | D phr dom	D min		D min
548351	2023-05-19	N	U	Dubstep	Adventure Club, Jessica Audiffred, & Clara Park	You Found Me	-	4:29	130	B maj	B maj		B maj
548269	2023-05-18	Y	I	House	Mr FijiWiji	Narcissist	BO23	3:12	126	A min	A min		A min
547903	2023-05-17	Y	U	Trap	Godlands	Crashing	-	3:56	150	D min	D min		D min
548221	2023-05-16	Y	S	House	Alex H & Matt Sky	On the Inside	-	3:28	120	G# min	G# min		G# min
548245	2023-05-15	Y	U	Dubstep	ROY KNOX	About U	-	3:18	150	F min	F min		F min
548016	2023-05-12	Y	U	Midtempo	GG Magree	King	-	2:55	100	F# phr | F# phr dom	F# min		F# min
548061	2023-05-11	N	I	Dubstep	ARMNHMR & Lights	Someone to Forget	-	4:01	140	D maj	D maj		D maj
547811	2023-05-10	Y	U	Dubstep	hayve & Typhon	SCREAM	-	3:47	152	D# min | D# phr	D# min		D# min
548030	2023-05-09	Y	S	EP	Finding Mero	In Loving Memories	-	--:--	N/A	N/A	N/A		N/A
548030	2023-05-09	Y	S	House	Finding Mero	In Loving Memories	-	3:03	118	G maj	G maj		G maj
548030	2023-05-09	Y	S	House	Finding Mero	Set You Free	-	3:58	118	C# min	C# min		C# min
547705	2023-05-08	Y	U	Dubstep	Au5 & Prismatic	Quantum Level	BO23	3:38	155	C# min	C# min		C# min
547880	2023-05-05	N	U	Drum & Bass	DNMO & Wolfy Lights	Blinding	-	3:43	173	F# min | F# phr	F# min		F# min
548054	2023-05-04	Y	I	House	Conro & Boslen	Just Like You	-	2:40	120	C min	C min		C min
548184	2023-05-03	Y	U	Trance	VESK GREEN	NIGHT	-	4:19	145	B min	B min		B min
547859	2023-05-02	M	S	EP	Ghostbeat	We Are All Equal	-	--:--	N/A	N/A	N/A		N/A
547859	2023-05-02	Y	S	House	Ghostbeat	We Are All Equal	-	2:59	123	C# min	C# min		C# min
547859	2023-05-02	N	S	House	Ghostbeat & Passive Progressive	Echo	-	3:23	122	B min	B min		B min
547569	2023-05-01	N	U	Electro	RetroVision	Be With You	-	2:46	132	D# min	D# min		D# min
547484	2023-04-28	Y	U	Electro	KUURO & SKUM	Alive	-	2:49	122	F min	F min		F min
546975	2023-04-27	N	I	House	LissA & Zombic	I'll Be There	-	2:30	124	A min | A maj	A min		A min
547477	2023-04-26	Y	U	Trap	SKYLER	Haunt You	-	2:42	160	E min	E min		E min
547798	2023-04-25	Y	S	EP	Scarr.	Inner Voices	-	--:--	N/A	N/A	N/A		N/A
547798	2023-04-25	Y	S	Chillout	Scarr.	Tender	-	3:14	109	E min	E min		E min
547798	2023-04-25	Y	S	LoFi	Scarr.	Inner Voices	-	2:49	68	A# maj	A# maj		A# maj
547972	2023-04-24	N	U	Hardcore	Pegboard Nerds & Stonebank	Euphoria	-	3:04	160	G min	G min		G min
547958	2023-04-21	Y	U	Trap	Godlands	Charmer	-	3:36	180	E phr dom	E min		E min
547941	2023-04-20	N	I	House	Lewis Thompson, Punctual, & Hight	Fever	-	2:26	126	A# dor	A# min		A# min
547439	2023-04-19	Y	U	Drum & Bass	Bensley & Skyelle	All I Wanted	-	4:04	174	D# dor	D# min		D# min
547286	2023-04-18	Y	S	House	Flexible Fire	Amatista	-	3:24	118	E min	E min		E min
547545	2023-04-17	Y	U	Drum & Bass	hayve	Flow	-	3:23	172	D phr	D min		D min
547408	2023-04-14	M	U	EP	Crankdat	Slaughter House	-	--:--	N/A	N/A	N/A		N/A
547408	2023-04-14	Y	U	Electro	Crankdat & Rated R	Start Shit	-	3:03	132	D phr	D min		D min
547408	2023-04-14	Y	U	Electro	Crankdat	B.T.W. (The Whistle)	BO23	4:00	128	D# min	D# min		D# min
547408	2023-04-14	Y	U	Electro	Crankdat & TYNAN	Vexed	-	3:30	128	E min / E phr	E min		E min
547408	2023-04-14	Y	U	Electro	Crankdat & KINDRED	Back to You	-	4:45	128	G# min	G# min		G# min
547446	2023-04-13	N	I	House	BEAUZ, Miles Away, & RYYZN	Never Let You Down	-	3:13	124	G# min | G# har min	G# min		G# min
547422	2023-04-12	Y	U	Dubstep	Ace Aura, NAZAAR, & Dani King	I'll Be Waiting	BO23	4:08	150	F min	F min		F min
547293	2023-04-11	Y	S	Album	zensei ゼンセー	destination heartbreak	-	--:--	N/A	N/A	N/A		N/A
547293	2023-04-11	Y	S	LoFi	zensei ゼンセー	stay	-	3:51	75	F min	F min		F min
547293	2023-04-11	Y	S	LoFi	zensei ゼンセー	brentwood station	-	2:26	100	C maj	C maj		C maj
547293	2023-04-11	Y	S	LoFi	zensei ゼンセー	kaleidoscope	-	3:29	75	C min	C min		C min
547293	2023-04-11	Y	S	LoFi	zensei ゼンセー	parker 6am	-	2:48	80	A min | A har min	A min		A min
547293	2023-04-11	Y	S	House	zensei ゼンセー	magic	-	3:22	125	B maj	B maj		B maj
547415	2023-04-10	Y	U	Electro	F.O.O.L & JNATHYN	Tension	-	3:41	130	A# har min	A# min		A# min
547774	2023-04-07	Y	U	Dubstep	Skybreak	Lightbringer	BO23	3:52	150	D# min	D# min		D# min
547538	2023-04-06	N	I	House	Blanke & Sofia Quinn	Talk to You	-	4:06	115	E maj	E maj		E maj
547330	2023-04-05	Y	U	Trap	Bossfight	Vermin	-	2:56	135	D# phr	D# min		D# min
547521	2023-04-04	Y	S	EP	Dokho	Saganaki	-	--:--	N/A	N/A	N/A		N/A
547521	2023-04-04	Y	S	House	Dokho	Saganaki	-	3:28	123	C min	C min		C min
547521	2023-04-04	Y	S	House	Dokho	Samaria	-	3:31	122	C min	C min		C min
547033	2023-04-03	Y	U	Dubstep	Dr. Ushūu	Don't Let Me Down	-	3:00	145	F min	F min		F min
547897	2023-04-03	Y	U	EP	Tamagato	Tamagato	-	--:--	N/A	N/A	N/A		N/A
547897	2023-04-03	Y	U	Electronic	Tamagato	Disconnected (8-Bit Mix)	-	2:03	125.31	A min	A min		A min
547897	2023-04-03	Y	U	Electronic	Tamagato	EPIC (8-Bit Mix)	-	2:23	125.31	(E mix | E min) > (F# mix | F# min)	E maj > F# maj		E maj > F# maj
547897	2023-04-03	Y	U	Electronic	Tamagato	From Here (8-Bit Mix)	-	2:01	136.7	F# min	F# min		F# min
547897	2023-04-03	Y	U	Electronic	Tamagato	The Pressure (8-Bit Mix)	-	2:11	150.37	B min	B min		B min
546685	2023-03-31	Y	U	Drum & Bass	IVORY	Mindbreak	-	3:33	172	D min | D loc	D min		D min
547651	2023-03-30	Y	I	House	Conro	Tell Me	-	3:01	120	F dor	F min		F min
547514	2023-03-29	N	U	Rock	GG Magree	Turn Me On	-	2:43	105	F min | F maj	F min		F min
547309	2023-03-28	Y	S	House	Aftruu	Falling Asleep	-	3:21	118	C# min	C# min		C# min
547392	2023-03-27	N	U	Drum & Bass	Teddy Killerz	Riders in the Sky	-	4:42	175	D# loc / D# phr dom	D# min		D# min
547675	2023-03-24	Y	U	Breaks	Godlands	u want me	-	3:05	128	D min	D min		D min
547200	2023-03-23	N	I	House	Kelland & Adriano	Gotta Let Go	-	2:51	127	F min	F min		F min
546982	2023-03-22	Y	U	Dubstep	Whales	New Worlds	-	3:12	150	D min	D min		D min
547385	2023-03-21	Y	S	House	Shingo Nakamura	Foggy Morning	-	4:16	120	D maj	D maj		D maj
546999	2023-03-20	N	U	Drum & Bass	Mazare & RIENK	Kingslayer	BO23	3:44	180	D min	D min		D min
546258	2023-03-17	M	U	Album	Sullivan King	Thrones of Blood	-	--:--	N/A	N/A	N/A		N/A
546258	2023-03-17	Y	U	Drumstep	Sullivan King	Watch the Crown Fall	-	4:23	180	(D# min | D# maj) > (D# min | D# dor)	D# min		D# min
546258	2023-03-17	Y	U	Dubstep	Sullivan King, Vastive, & Taylor Barber of Left To Suffer	Die by My Hand	-	3:12	150	D# phr | D# loc	D# min		D# min
546258	2023-03-17	Y	U	Dubstep	Sullivan King	End of Us	-	4:02	140	D min | D phr dom	D min		D min
546258	2023-03-17	Y	U	Electro	Sullivan King	Came to Rage	-	4:01	126	D phr	D min		D min
546258	2023-03-17	Y	U	Dubstep	Sullivan King	길개 (Road Dog Anthem)	-	3:04	150	D# min / D# phr	D# min		D# min
546258	2023-03-17	Y	U	Dubstep	Sullivan King & Kai Wachi	Riot	-	2:45	140	D phr	D min		D min
546258	2023-03-17	Y	U	Dubstep	Sullivan King	It's Gonna Hurt	-	3:16	150	D# min	D# min		D# min
547071	2023-03-16	Y	I	House	Britt Lari	Say My Name	-	2:17	126	G min	G min		G min
547279	2023-03-15	N	U	Future Rave	Stonebank	Diving In	-	3:49	125	F min	F min		F min
546678	2023-03-14	Y	S	EP	Aether	Moonstone	-	--:--	N/A	N/A	N/A		N/A
546678	2023-03-14	Y	S	Chillout	Aether	Moonstone	-	3:20	140	F min	F min		F min
546678	2023-03-14	Y	S	Chillout	Aether	Aquamarine	-	3:42	110	G# min	G# min		G# min
547194	2023-03-13	N	U	Dubstep	Sullivan King & SVDDEN DEATH	Pursuit of Violence	-	3:53	140	D min - | D har min -	D min -		D min -
546951	2023-03-10	Y	U	Trap	SKYLER & Josh Rubin	Fix Me	-	3:45	160	G min	G min		G min
547501	2023-03-09	Y	I	House	LissA & Lane Boy	Fire in Your Eyes	-	2:10	124	A min	A min		A min
547019	2023-03-08	M	U	EP	WHIPPED CREAM	Someone You Can Count On	-	--:--	N/A	N/A	N/A		N/A
547019	2023-03-08	N	U	House	WHIPPED CREAM	Rewind.. (But I Love You)	-	2:53	130	B min | B dor	B min		B min
547019	2023-03-08	N	U	Future Bass	WHIPPED CREAM	Friends	-	2:27	186	A min	A min		A min
547019	2023-03-08	N	U	Electronic	WHIPPED CREAM	Someone You Can Count On	-	1:50	124	C min	C min		C min
546708	2023-03-07	Y	S	House	ORACLE & Nina Carr	Golden	BO23	3:34	120	F maj	F maj		F maj
547224	2023-03-06	Y	U	House	CHYL	Fool Me	-	2:13	150	F# min | F# phr dom	F# min		F# min
547316	2023-03-03	Y	S	Chillout	zensei ゼンセー	oasis	BO23	2:59	93	E maj	E maj		E maj
547552	2023-03-03	N	I	Dubstep	SABAI & RUNN	Landslide	-	3:10	140	G maj	G maj		G maj
547163	2023-03-02	Y	M	EP	Koven	Higher Ground (Part 2)	-	--:--	N/A	N/A	N/A		N/A
547163	2023-03-02	Y	U	Drum & Bass	Koven	You Wanted	-	4:40	174	F min	F min		F min
547163	2023-03-02	Y	U	House	Koven	14th Cannon	-	3:09	126	G min | G dor	G min		G min
547163	2023-03-02	Y	U	Dubstep	Koven & Kairos Grove	Higher Ground	-	3:22	150	A maj	A maj		A maj
547491	2023-03-01	Y	S	EP	Wassu	Long Ago	-	--:--	N/A	N/A	N/A		N/A
547491	2023-03-01	Y	S	House	Wassu & Lumynesynth	Long Ago	-	4:20	122	C min	C min		C min
547491	2023-03-01	Y	S	House	Wassu & Mimi Page	Within Me	-	4:10	120	E min	E min		E min
547170	2023-02-28	N	I	House	Sarah de Warren & Weird Genius	Sugar	-	2:42	127	G min | G dor	G min		G min
546715	2023-02-27	Y	U	Drum & Bass	F.O.O.L & hayve	Valhalla	BO23	3:57	174	A min / E phr	A min / E min		A min / E min
547361	2023-02-24	Y	S	EP	Seawayz	Sunflowers	-	--:--	N/A	N/A	N/A		N/A
547361	2023-02-24	Y	S	House	Seawayz	Sunflowers	-	3:32	120	C min	C min		C min
547361	2023-02-24	Y	S	House	Seawayz	Breathing Me In	-	2:47	99	A# min	A# min		A# min
547095	2023-02-24	Y	I	Dubstep	ARMNHMR & Heleen	Drowning	-	3:49	155	A maj	A maj		A maj
546258	2023-02-23	Y	U	Dubstep	Sullivan King & Excision	Fall Apart	BO23	5:20	130 > 145	C# min	C# min		C# min
546302	2023-02-23	Y	I	Album	Half an Orange	Mostly We Grow Trilogy	-	--:--	N/A	N/A	N/A		N/A
546609	2023-02-22	Y	S	House	TOMB & Lewyn	All but a Dream	-	3:39	110	G min	G min		G min
547637	2023-02-21	Y	I	Dubstep	Afinity & Dror	Love Runs Out	-	4:02	145	D maj	D maj		D maj
546906	2023-02-20	Y	U	Hardcore	Tokyo Machine	FAR OUT	BO23	3:24	160	D# mix | D# min	D# maj		D# maj
546913	2023-02-17	Y	S	EP	Holen	Feelings	-	--:--	N/A	N/A	N/A		N/A
546913	2023-02-17	Y	S	House	Holen	Feelings	-	3:52	118	E min	E min		E min
546913	2023-02-17	Y	S	Chillout	Holen	Lonely Road	-	3:46	104	E maj	E maj		E maj
547187	2023-02-17	Y	I	House	Foxela, Andrew A, & Barmuda	Guesses	-	3:21	126	D min | D har min	D min		D min
547217	2023-02-16	N	U	Electro	Crankdat & Savage	Move Back	BO23	3:28	130	D# phr dom	D# min		D# min
546593	2023-02-15	Y	S	EP	Aether	Tourmaline	-	--:--	N/A	N/A	N/A		N/A
546593	2023-02-15	Y	S	Chillout	Aether	Tourmaline	-	3:34	85	C# min	C# min		C# min
546890	2023-02-14	Y	I	Garage	Vindata & Ozer	No Service	BO23	3:00	130	D min	D min		D min
547125	2023-02-13	Y	U	Drum & Bass	Feint & Josh Rubin	Let Me Go	-	3:44	174	G min	G min		G min
547057	2023-02-10	Y	S	EP	zensei ゼンセー	destination heartbreak pt. 2	-	--:--	N/A	N/A	N/A		N/A
547057	2023-02-10	Y	S	LoFi	zensei ゼンセー	dreaming of you too	-	3:13	70	G min	G min		G min
547057	2023-02-10	Y	S	LoFi	zensei ゼンセー	just friends	-	3:32	72.5	E min	E min		E min
547057	2023-02-10	Y	S	LoFi	zensei ゼンセー	destination heartbreak	-	3:47	90	C maj	C maj		C maj
546845	2023-02-10	N	I	House	warner case & Bhaskar	do my own thing	-	3:42	127	C# min | C# phr	C# min		C# min
547064	2023-02-09	N	U	Rock	GG Magree	Be Careful What You Say	-	3:30	157	F# min + | F# maj +	F# min +		F# min +
547026	2023-02-08	Y	S	House	PROFF & Idd Aziz	Mipango	BO23	4:16	122	G min	G min		G min
547101	2023-02-07	Y	I	Garage	Direct & Danyka Nadeau	Same Thing	BO23	3:41	127	F# maj	F# maj		F# maj
546876	2023-02-06	N	U	Dubstep	Pegboard Nerds & Bossfight	Powerplay	BO23	3:30	150	D# min	D# min		D# min
546869	2023-02-03	Y	S	EP	Woven	Brushes	-	--:--	N/A	N/A	N/A		N/A
546869	2023-02-03	Y	S	House	Woven	Brushes	-	3:53	110	A# min	A# min		A# min
546869	2023-02-03	Y	S	Garage	Woven	Alma	-	4:27	125	A# min	A# min		A# min
546869	2023-02-03	Y	S	Garage	Woven	Now & Then	-	3:15	130	D# min	D# min		D# min
546883	2023-02-03	N	I	Melodic Bass	Blanke, helloworld, Luma, & JT Roach	Used to Losing You	BO23	4:25	96	E maj	E maj		E maj
546562	2023-02-02	N	U	Dubstep	Dr. Ushūu	Love Me	-	3:42	140	D min	D min		D min
546852	2023-02-01	Y	S	EP	Banaati & Tarjei Bjermeland	Awakening	-	--:--	N/A	N/A	N/A		N/A
546852	2023-02-01	Y	S	House	Banaati & Tarjei Bjermeland	Awakening	-	3:52	120	E dor	E min		E min
546852	2023-02-01	Y	S	House	Banaati	Millésime	-	3:19	120	G maj	G maj		G maj
546838	2023-01-31	Y	I	House	Conro	Every Little Thing	BO23	3:14	120	C min	C min		C min
546555	2023-01-30	Y	U	Trap	SKYLER	Hit My Line	-	2:35	155	A# min	A# min		A# min
546432	2023-01-27	Y	S	House	Shingo Nakamura	Come Closer	-	3:58	121	C# maj	C# maj		C# maj
546944	2023-01-27	N	I	House	WILL K & Eddie Thoneick	Carry Me Home	-	3:16	122	F min	F min		F min
546753	2023-01-26	N	U	Trap	WHIPPED CREAM, Jasiah, & Crimson Child	The Dark	-	3:48	117	C various	C min		C min
546661	2023-01-25	Y	S	EP	Enjac	ok	-	--:--	N/A	N/A	N/A		N/A
546661	2023-01-25	Y	S	Chillout	Enjac	ok	-	2:45	72	C maj	C maj		C maj
546661	2023-01-25	Y	S	Chillout	Enjac	meant to be	-	2:53	75	C maj	C maj		C maj
546661	2023-01-25	Y	S	Chillout	Enjac	skin sparks	-	2:56	77.5	C# maj	C# maj		C# maj
546746	2023-01-24	N	I	Electro	Bad Computer, David Feldman, & Jordan Grace	Calling Us	BO23	4:10	126	D# min | D# maj	D# min		D# min
546616	2023-01-23	N	U	Drum & Bass	DNMO	Together	-	4:33	174	F min	F min		F min
546401	2023-01-20	Y	S	House	Flexible Fire	Marea Turquesa	-	3:08	119	D# min	D# min		D# min
546579	2023-01-20	Y	I	Drum & Bass	Koven	Get Through	-	3:24	174	G min	G min		G min
546456	2023-01-19	Y	U	Dubstep	Au5 & Chime	The Other Side	BO23	3:52	150	D# min | D# maj	D# min		D# min
546647	2023-01-18	Y	S	House	TOMB	Unbound	-	3:43	117	G min	G min		G min
546739	2023-01-17	N	I	House	Kelland & WAILD	All I Wanted	-	2:27	124	C# maj	C# maj		C# maj
546135	2023-01-16	N	U	Future Rave	Dada Life & DEXTER KING	Take Me Into Space	-	3:01	130	F loc | F min	F min		F min
546500	2023-01-13	N	S	House	Keanler & Lewyn	Oxygen	-	3:01	121	A# min	A# min		A# min
546692	2023-01-13	Y	I	House	Bishu	Dream of You	-	2:43	125	F# min	F# min		F# min
547088	2023-01-12	Y	U	Drum & Bass	Sullivan King	Thrones of Blood	BO23	4:02	180	F# phr / F# min	F# min		F# min
546517	2023-01-11	Y	S	Garage	Aether	Sapphire	BO23	3:13	126	G min	G min		G min
546234	2023-01-10	Y	I	Dubstep	Afinity & Nevve	Back to Me	-	4:28	150	G# maj	G# maj		G# maj
546487	2023-01-09	Y	U	Drumstep	Whales, Roee Yeger, & Meggie York	It's Not Love	-	4:49	180	A min | A har min	A min		A min
546586	2023-01-06	Y	S	House	Mango & Cloudcage	More Than This	BO23	3:37	119	C min	C min		C min
546357	2023-01-06	Y	I	House	Stonebank & Lena Sue	Breathe Me Back to Life	-	2:26	123	F# min	F# min		F# min
545671	2023-01-05	Y	U	Trance	nanobii	2NITE	BO23	3:19	146	D# maj	D# maj		D# maj
546821	2022-12-16	M	M	Compilation	Various Artists	Monstercat - Best of 2022	BO22	--:--	N/A	N/A	N/A		N/A
546326	2022-12-15	Y	U	Drum & Bass	Pegboard Nerds, Stonebank, & EMEL	Falling Apart VIP	-	3:36	170	A min	A min		A min
546364	2022-12-14	Y	S	EP	A.M.R	A Place for Everything (Remixes)	-	--:--	N/A	N/A	N/A		N/A
546364	2022-12-14	Y	S	House	A.M.R	Crystal Fountain (Forty Cats Remix)	-	3:18	118	A min	A min		A min
546364	2022-12-14	Y	S	House	A.M.R	Sailor's Cry (djimboh Remix)	-	3:51	120	A# min	A# min		A# min
546210	2022-12-13	M	M	Album	Tony Romera	Introspection (Remixes)	-	--:--	N/A	N/A	N/A		N/A
546210	2022-12-13	Y	U	House	Tony Romera & Max Wassen	Party On My Own (Vladimir Cauchemar Remix)	-	3:30	128	C min	C min		C min
546210	2022-12-13	Y	U	House	Tony Romera	MS69 (Kohmi Remix)	-	4:07	128	G double harmonic	G min		G min
546210	2022-12-13	N	I	House	Tony Romera & OddKidOut	I'll Love U (Gaba Remix)	-	4:18	127	F min	F min		F min
546210	2022-12-13	Y	U	House	Tony Romera	MS69 (SQWAD Remix)	-	3:33	128	E loc	E min		E min
546210	2022-12-13	Y	I	House	Tony Romera & Max Wassen	Party On My Own (Keeld Remix)	-	3:50	125	F phr	F min		F min
546210	2022-12-13	Y	I	Garage	Tony Romera	Dakar to London (Asdek Remix)	-	2:38	136	F maj	F maj		F maj
546210	2022-12-13	Y	I	House	Tony Romera	Dakar to London (Damien N-Drix Remix)	-	3:42	125	D min	D min		D min
546210	2022-12-13	Y	U	Trap	Tony Romera & Choice	Eyes on Me (Basstrick Remix)	-	2:36	160	D# min	D# min		D# min
546210	2022-12-13	Y	I	House	Tony Romera	Le Bon Vieux Temps (Mosimann Remix)	-	3:09	126	E min	E min		E min
546210	2022-12-13	Y	U	Trap	Tony Romera & Choice	Eyes on Me (Miller Miller Remix)	-	3:57	160	D# min	D# min		D# min
546210	2022-12-13	N	U	Electro	Tony Romera x Joey Valence & Brae	MS69 (Vocal Mix)	-	4:00	128	E loc	E min		E min
546210	2022-12-13	Y	I	Disco	Tony Romera & CASUAL	Boogie (CASUAL Remix)	-	3:00	112	A min	A min		A min
546425	2022-12-12	Y	U	Drum & Bass	KUURO & Sophiya	Afraid of the Dark (hayve Remix)	-	4:04	172	G min / G har min	G min		G min
546340	2022-12-09	Y	S	House	PROFF	Nibbana (Volen Sentir's Pink Sky Retouch)	-	4:01	122	E min	E min		E min
546333	2022-12-09	N	I	Electro	Infected Mushroom	Lies and Deceptions (Bad Computer Remix)	-	3:27	120	A min	A min		A min
546524	2022-12-08	Y	U	Trap	KUURO & McCall	She's Got a Gun (Clockvice Remix)	-	3:09	160	C# phr dom | C# min	C# min		C# min
546449	2022-12-08	Y	U	Synthwave	F.O.O.L	Duality	-	3:30	104	D min / D phr / D dor	D min		D min
546319	2022-12-07	Y	S	Trance	Vintage & Morelli x Arielle Maren	Other Side (Factor B's In Loving Memory Remix)	BO23	7:56	135	A# min	A# min		A# min
546371	2022-12-06	Y	I	Acoustic	helloworld	2hard2letgo (Acoustic)	-	4:36	104	F maj	F maj		F maj
546265	2022-12-05	Y	U	Drum & Bass	Koven	Lions VIP	RL10Y	4:39	174	F min	F min		F min
546418	2022-12-02	Y	I	Future Bass	KUURO	Can We Be Free (KDrew Remix)	-	2:28	95	F# min	F# min		F# min
545992	2022-12-02	Y	S	House	Shingo Nakamura	Falling Off (Club Mix)	-	3:19	123	D min	D min		D min
546166	2022-12-01	Y	U	Drum & Bass	Candyland	Nirvana (Tisoki Remix)	-	2:58	175	B min	B min		B min
MCEP329	2022-11-30	M	S	EP	Scarr. & Finding Mero	this feeling that never ends	-	--:--	N/A	N/A	N/A		N/A
MCEP329	2022-11-30	N	S	LoFi	Scarr. & Finding Mero	this feeling that never ends	-	2:30	70	G# min	G# min		G# min
MCEP329	2022-11-30	Y	S	LoFi	Scarr. & Finding Mero	i can feel your eyes on me	-	2:23	80	G# min	G# min		G# min
